Region,Soil_Type,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Climate,Days_to_Harvest,Crop,Rotation_Crop,Yield_tons_per_hectare
South,Sandy Loam,534.9710128018701,13.293450940348295,1,Sunny,161,Barley,Lentil,3.1996583374338914
South,Loam,514.9646215703004,13.159888184744101,1,Sunny,164,Barley,Pea,4.161886800969274
South,Silt,597.6254842047823,18.852650233014096,1,Sunny,105,Maize,Groundnut,8.710067220556757
West,Silt,1589.2857278628512,28.39990507195337,1,Rainy,142,Rice,Green Gram,7.941192217599841
South,Sand,574.970516491067,18.590406884505267,1,Sunny,101,Maize,Sweet Potato,9.09824783270378
South,Clay,282.0311063431388,13.16376255835895,1,Sunny,123,Barley,Chickpea,3.871927932495491
North,Sandy Loam,638.7796699042797,15.88522145422928,1,Sunny,168,Barley,Mustard,3.7324346148249017
West,Silt,1653.1367332918553,22.227247745079268,1,Rainy,142,Rice,Mustard,8.261376182811349
East,Silt,699.7353204406613,20.57601876515995,1,Sunny,92,Maize,Sweet Potato,9.24922554368838
East,Loam,426.42399904494374,13.413008154046949,1,Sunny,152,Wheat,Soybean,4.766670954876792
North,Clay,801.4440525911948,29.55639461723422,1,Rainy,92,Soybean,Sorghum,5.813445917731655
North,Loam,1195.10882002421,33.389169920662205,1,Rainy,127,Rice,Mustard,7.591231777297246
East,Loam,884.285900667927,23.204868976555474,1,Rainy,138,Soybean,Maize,6.281092223905654
West,Loam,830.1207074603861,33.366202103676585,1,Sunny,172,Cotton,Green Gram,6.948311872702755
North,Silt,1308.4692125826864,20.30068999298847,1,Rainy,135,Rice,Lentil,8.164582811251517
North,Sand,502.40244220213486,18.855842829396565,1,Sunny,109,Maize,Cowpea,8.80653759789309
West,Clay,1678.660093826897,26.31344793138839,1,Rainy,158,Rice,Mustard,8.406755453475501
North,Loam,702.1554912752616,27.717075188540928,1,Sunny,173,Cotton,Soybean,6.9228925062023094
North,Sandy Loam,717.1512529443221,28.328935948872292,1,Sunny,146,Soybean,Wheat,6.01763067769406
West,Loam,496.1652601528169,19.100339847968286,1,Sunny,152,Wheat,Soybean,4.718218371406587
East,Silt,746.1729318001549,20.5671990807609,1,Sunny,101,Maize,Soybean,8.843357653234433
South,Loam,546.0049510162837,24.468459795951823,1,Sunny,169,Barley,Pea,4.512774014458506
West,Loam,692.1449879426636,20.335042539612687,1,Sunny,110,Maize,Groundnut,8.984568705594393
West,Clay,720.7760052530305,21.83560906303071,1,Sunny,203,Wheat,Pea,5.123182472479009
South,Loam,654.549655696336,24.838250251308793,1,Sunny,189,Wheat,Chickpea,5.032117688508657
West,Black Soil,663.1590974882552,30.726828158566896,1,Sunny,173,Cotton,Wheat,7.386284083839085
North,Clay,1188.6322464240748,27.618461240050713,1,Rainy,175,Rice,Mustard,8.546124554053742
North,Clay,574.2773307986718,18.503967032608692,1,Sunny,131,Barley,Chickpea,3.975027524732328
West,Sandy Loam,656.4358921371532,34.51396372484415,1,Sunny,173,Cotton,Groundnut,7.004757909139011
West,Black Soil,1159.5216514813344,29.881044471013777,1,Sunny,176,Cotton,Wheat,7.105378121630254
North,Loam,672.0955552413732,30.34554544756039,1,Sunny,174,Cotton,Soybean,7.148127295424852
North,Loam,449.95848824387275,24.271946787237948,1,Sunny,124,Barley,Chickpea,4.84775453815102
East,Clay,425.64402836996015,10.17669814429963,1,Sunny,144,Wheat,Pea,4.949093337957673
South,Loam,593.7630956710167,26.229975565386045,1,Sunny,118,Maize,Soybean,9.619210055565082
North,Black Soil,961.5068181448372,27.958227185818632,1,Sunny,165,Cotton,Soybean,7.313482944983737
North,Loam,870.5119847393629,29.61631256625307,1,Sunny,97,Soybean,Barley,5.723098738653853
North,Loam,556.4725502787004,16.84739461962831,1,Sunny,128,Barley,Lentil,3.518783507137348
West,Loam,521.4499610460837,16.23255472274715,1,Sunny,122,Barley,Lentil,3.711198015547026
South,Loam,677.2483217254278,30.570068063131288,1,Sunny,159,Cotton,Soybean,7.020611373864031
North,Silt,1689.1433569803376,27.718566744017007,1,Rainy,138,Rice,Lentil,8.464445916295329
North,Sand,521.973681232217,25.31085599442707,1,Sunny,116,Maize,Soybean,9.469638275355285
East,Clay,1156.426918821619,32.749062371070856,1,Rainy,176,Rice,Mustard,8.14083804397461
North,Sandy Loam,766.4560408805875,31.428020501620825,1,Sunny,151,Cotton,Groundnut,7.213301682323533
West,Clay,1322.2603938194848,34.61457444665716,1,Rainy,171,Rice,Mustard,8.446874844485464
North,Loam,344.1380125294594,10.801519035865258,1,Sunny,122,Wheat,Lentil,5.144778640085142
North,Sandy Loam,595.6402202883999,21.713920386151628,1,Sunny,168,Barley,Mustard,4.144080626133919
West,Loam,542.456360734988,25.94223175448822,1,Sunny,100,Maize,Soybean,9.092552314003683
West,Loam,583.1775249047558,26.970149501412116,1,Sunny,94,Maize,Groundnut,9.255226533148068
East,Sandy Loam,502.6101641715548,24.795192371113536,1,Sunny,120,Soybean,Wheat,5.400178609519162
South,Clay,732.7461066018832,20.553497892180953,1,Sunny,116,Soybean,Maize,6.3482009305202665
East,Silt,1407.3822791191403,22.661142051817734,1,Rainy,121,Rice,Chickpea,8.49536855550685
West,Black Soil,854.7435643115733,34.336789061329355,1,Sunny,160,Cotton,Wheat,6.668582582021054
South,Clay,352.54473779174293,19.507747281029857,1,Sunny,204,Wheat,Pea,4.873924749395342
West,Loam,680.081327569277,33.05857705334062,1,Sunny,168,Cotton,Wheat,6.8221435231767895
West,Loam,621.0561362547259,26.623718599127535,1,Sunny,101,Soybean,Wheat,6.704673383783881
North,Sandy Loam,1049.0251496569094,27.620350045068747,1,Sunny,178,Cotton,Groundnut,7.088261526629399
East,Loam,1713.3217295012723,29.891348702748743,1,Rainy,106,Rice,Chickpea,7.660565813096846
North,Loam,503.2499425287043,17.049676519866917,1,Sunny,141,Wheat,Chickpea,5.222291057248812
East,Sandy Loam,403.4715427737806,22.442959455734435,1,Sunny,154,Barley,Lentil,3.9737200108551476
North,Sandy Loam,877.9000320840847,24.892162486880906,1,Sunny,135,Soybean,Maize,6.1791987166241995
East,Loam,348.6941805451219,17.57553660755274,1,Sunny,122,Barley,Chickpea,3.7278480555885074
South,Black Soil,1008.5503275703509,26.865784992536412,1,Sunny,150,Cotton,Wheat,7.2545325615212475
North,Sand,534.5903271017148,18.96292135057161,1,Sunny,117,Maize,Potato,9.11152096354111
South,Loam,436.8461905079488,19.99618673580985,1,Sunny,137,Barley,Lentil,3.822011997892441
West,Sandy Loam,673.2417854963264,23.77727158304144,1,Sunny,162,Barley,Chickpea,3.735570874022122
South,Loam,756.4221855775936,26.36624785137812,1,Sunny,100,Maize,Sweet Potato,8.829242137489848
South,Sandy Loam,582.4810863607115,28.765604907887173,1,Sunny,136,Soybean,Wheat,6.113319630157672
South,Clay,546.6893594040832,13.548518878166501,1,Sunny,132,Wheat,Lentil,4.811981553475747
West,Loam,1866.427402898756,20.499847991592627,1,Rainy,134,Rice,Mustard,7.76412140578933
West,Sandy Loam,698.2615683532988,24.211189044340816,1,Rainy,144,Soybean,Wheat,6.543351101376561
East,Silt,502.7602692876138,23.645325605723805,1,Sunny,95,Maize,Potato,9.166861762203206
West,Sand,589.3262461016733,23.397339720672903,1,Sunny,100,Maize,Soybean,8.939634371009442
North,Sandy Loam,861.4406141059847,27.242734182419053,1,Sunny,174,Cotton,Wheat,7.162660572761879
North,Sand,531.3981901723689,25.403831344745004,1,Sunny,105,Maize,Groundnut,9.426770506179018
West,Loam,902.142044642133,33.01642589831367,1,Sunny,169,Cotton,Soybean,7.339381161179514
South,Clay,1399.1093505747292,26.231585243894912,1,Rainy,124,Rice,Chickpea,8.106241207497323
East,Clay,1992.09218702882,21.955275195721878,1,Rainy,114,Rice,Green Gram,7.88699150005915
West,Sandy Loam,579.5986566087022,17.618771438605307,1,Sunny,126,Barley,Lentil,4.378009139935545
East,Loam,534.1285876413648,21.69864547232313,1,Sunny,90,Maize,Potato,9.00950316531985
North,Clay,634.0059239239257,23.225388856016636,1,Sunny,166,Barley,Mustard,3.9906350659067704
East,Clay,1977.4229477137478,20.560294046533325,1,Rainy,122,Rice,Green Gram,7.464514904432132
South,Loam,1475.3590676808685,25.452716860539,1,Rainy,99,Rice,Chickpea,8.065179469843509
West,Clay,881.289864890026,24.87839285979463,1,Sunny,193,Wheat,Lentil,5.229083132126395
East,Sand,517.139815802999,26.043967689857503,1,Sunny,105,Maize,Cowpea,9.879670835896466
South,Sandy Loam,645.4965156607834,16.094131956966123,1,Sunny,171,Barley,Chickpea,4.066767312783105
East,Clay,1688.3307623326768,29.061959432848028,1,Rainy,172,Rice,Chickpea,7.318393235055357
South,Loam,1905.849389999306,27.743717348000906,1,Rainy,138,Rice,Lentil,7.4291806555477855
East,Silt,1200.3398210964424,23.16510037561289,1,Rainy,116,Rice,Mustard,7.792539315079701
East,Clay,1453.2617725258597,31.88284907412868,1,Rainy,118,Rice,Green Gram,7.88320160359268
East,Clay,723.9421520137909,29.6111826802164,1,Sunny,105,Soybean,Sorghum,6.3637662976808675
North,Clay,621.398492715606,23.453439779263302,1,Sunny,115,Soybean,Barley,5.932197723292504
North,Clay,777.4039348185281,20.39711207572247,1,Sunny,103,Soybean,Barley,6.24185847385176
South,Sandy Loam,620.1955034530556,28.03263400627128,1,Rainy,99,Soybean,Barley,6.391960549772165
West,Sandy Loam,434.7271696067604,14.991098394147176,1,Sunny,165,Barley,Pea,4.053849911594613
East,Sandy Loam,826.9240703238468,32.93895655194517,1,Sunny,174,Cotton,Green Gram,7.628208014148101
South,Black Soil,1183.8272097084966,34.7973433477386,1,Sunny,175,Cotton,Groundnut,6.990123630732669
South,Loam,724.5136913868257,10.467623636678818,1,Sunny,191,Wheat,Soybean,4.265964407860029
North,Clay,846.9832138411821,19.78727092609236,1,Sunny,120,Wheat,Lentil,4.570796734288125
South,Clay,816.0441113938757,11.839420749670099,1,Sunny,123,Wheat,Lentil,5.0911886541583335
East,Sand,600.0103514349688,22.042110725372257,1,Sunny,115,Maize,Cowpea,8.845335007813352
North,Sand,749.9813846107544,20.24963083115546,1,Sunny,91,Maize,Potato,8.954932596265543
North,Loam,1361.4653284985154,31.66520564412339,1,Rainy,125,Rice,Lentil,8.343796968299277
East,Loam,810.2261515798234,13.445534730432016,1,Sunny,141,Wheat,Mustard,5.02918337130062
South,Black Soil,792.1117316424331,34.1344469847559,1,Sunny,159,Cotton,Soybean,6.861695908200083
East,Clay,895.3048460572747,23.888514964741162,1,Rainy,132,Soybean,Barley,6.872943764946785
South,Clay,745.3861473202346,21.556176806029654,1,Sunny,133,Wheat,Pea,5.278957112167353
South,Clay,498.60975569693693,21.10454589848626,1,Sunny,192,Wheat,Soybean,5.421760601561844
East,Loam,703.747503723067,26.8645528472548,1,Sunny,93,Maize,Soybean,8.445993253046117
South,Loam,640.3095876019111,15.036917416471079,1,Sunny,128,Barley,Mustard,4.579476304623844
West,Silt,1063.5357224239185,25.943710202246088,1,Rainy,98,Rice,Lentil,7.826860377784965
North,Silt,620.8328403045,18.325865353386465,1,Sunny,119,Maize,Soybean,8.823119002028752
West,Clay,394.4209472437482,15.279286840117216,1,Sunny,170,Barley,Pea,3.9269485107988986
West,Clay,570.4035825391732,17.004463394288244,1,Sunny,162,Barley,Pea,4.746074900419599
North,Sand,716.5930885395592,26.4396748944134,1,Sunny,119,Maize,Groundnut,9.094866183631183
West,Clay,781.5364488909768,17.29587442133341,1,Sunny,174,Wheat,Soybean,5.892117392451763
East,Loam,324.1951438325704,11.421527065518909,1,Sunny,174,Wheat,Chickpea,4.225630119925681
West,Loam,657.0624781571245,19.84242552835591,1,Sunny,118,Maize,Cowpea,8.350033434020053
North,Sandy Loam,801.0051419746175,27.072825225497354,1,Sunny,166,Cotton,Groundnut,6.993988315315066
West,Loam,1683.592425221869,20.042632304959586,1,Rainy,122,Rice,Chickpea,7.517169326851711
South,Loam,538.1100727919695,18.52682940072045,1,Sunny,91,Maize,Cowpea,9.791814416160955
North,Clay,1366.9981472682207,21.591881278473537,1,Rainy,172,Rice,Chickpea,8.705258518669833
South,Clay,1192.5816324585278,21.464281408027233,1,Rainy,124,Rice,Green Gram,7.901212854310213
East,Sand,728.4376500308476,21.810480741607158,1,Sunny,109,Maize,Sweet Potato,8.851010161544187
West,Loam,1021.6429795737522,32.92703405780752,1,Sunny,153,Cotton,Groundnut,6.862831431130944
West,Silt,623.5243002770729,20.99655222266136,1,Sunny,94,Maize,Groundnut,8.807007735285179
West,Clay,664.6559812974386,24.72057757012497,1,Sunny,137,Barley,Pea,4.035580674136384
West,Loam,794.3088467345228,23.523371725893725,1,Sunny,110,Maize,Groundnut,8.780390195073528
East,Sandy Loam,738.6631567988361,26.048017618439637,1,Sunny,137,Soybean,Wheat,6.038506626175418
East,Black Soil,680.2564170462012,33.85701913540478,1,Sunny,153,Cotton,Wheat,6.1971954102231654
North,Loam,315.8681415586005,15.033358025449857,1,Sunny,128,Wheat,Lentil,4.91717347210059
North,Loam,258.0810386875679,12.96863600364232,1,Sunny,140,Barley,Pea,4.221491379768593
North,Clay,1836.3842356312257,32.45288844604357,1,Rainy,129,Rice,Chickpea,7.856867709964893
North,Silt,712.603015989652,19.933691457824985,1,Sunny,101,Maize,Soybean,8.379765419344677
West,Clay,607.1345864150114,20.013991416974367,1,Sunny,178,Barley,Pea,4.500209671514274
South,Clay,421.63690470251044,13.022606758085363,1,Sunny,177,Barley,Mustard,3.1646202402257475
South,Clay,423.64426796230515,16.618445036375753,1,Sunny,202,Wheat,Mustard,5.02903814809681
West,Sandy Loam,544.3979255687243,21.771214576024196,1,Sunny,103,Soybean,Wheat,6.217613585030262
West,Sandy Loam,634.1352953392841,26.07959350832342,1,Rainy,132,Soybean,Barley,5.734286927816246
North,Loam,725.8958579117556,25.30046343491219,1,Sunny,101,Maize,Cowpea,9.47665381728563
West,Loam,470.36681433603474,21.913424466290188,1,Sunny,125,Barley,Chickpea,3.8127885860400363
East,Loam,1199.8245826930986,33.433029661521616,1,Sunny,165,Cotton,Wheat,6.636519670266594
South,Clay,887.1449404652852,28.629710273321443,1,Sunny,111,Soybean,Sorghum,5.593365163842609
North,Black Soil,922.8822406265309,29.68818958015241,1,Sunny,151,Cotton,Groundnut,6.777578240650431
South,Loam,326.8048458860052,20.617781280479356,1,Sunny,131,Barley,Lentil,3.7494537326187274
West,Loam,738.0185379695045,20.901957002002444,1,Sunny,134,Soybean,Maize,6.715811220369474
North,Clay,509.9476465238486,16.651572636133924,1,Sunny,148,Barley,Mustard,4.174204263507365
South,Black Soil,949.9997459931105,30.383841868964332,1,Sunny,156,Cotton,Soybean,6.213007422348179
South,Loam,1001.5846444663401,27.849386943334924,1,Rainy,157,Rice,Green Gram,8.769542893785651
West,Sandy Loam,271.58097959664445,22.080323689702432,1,Sunny,162,Barley,Mustard,4.124166158748355
South,Clay,504.6104056211941,21.30340723569072,1,Rainy,129,Soybean,Sorghum,5.699551212001525
North,Loam,727.6522528575505,10.693872838919258,1,Sunny,144,Wheat,Soybean,4.69684268925824
West,Clay,282.3165626937621,21.715105732447523,1,Sunny,164,Barley,Lentil,3.8029891371419753
South,Loam,726.0289132146775,28.58672054929496,1,Rainy,90,Soybean,Barley,6.1749381481746415
East,Loam,564.9283733278983,24.174771783337647,1,Sunny,175,Wheat,Chickpea,5.0411977495163285
East,Clay,1901.4858511007492,24.055748529659844,1,Rainy,103,Rice,Green Gram,8.05440867460847
East,Clay,256.8691778407134,14.861680174567846,1,Sunny,137,Barley,Mustard,3.614702179731589
North,Sandy Loam,288.3402149018479,20.451201864819108,1,Sunny,172,Barley,Chickpea,3.959242044999789
West,Clay,1419.513709337517,24.747526688939306,1,Rainy,133,Rice,Lentil,7.6053587927078805
South,Loam,681.0228820083285,29.686516369963854,1,Sunny,178,Cotton,Groundnut,7.1638254793035765
West,Loam,555.7186757628403,20.22272455067224,1,Sunny,133,Soybean,Sorghum,5.589959804234739
South,Loam,707.256051301944,25.08271783593068,1,Sunny,106,Maize,Sweet Potato,9.328370080917157
North,Loam,691.0078769270563,20.689021109475895,1,Sunny,161,Wheat,Mustard,4.562485122741172
South,Loam,1457.3166098928202,32.692907992315604,1,Rainy,140,Rice,Mustard,7.581151965671805
East,Sandy Loam,892.5489620380297,31.97646382779725,1,Sunny,176,Cotton,Wheat,7.0135900178194275
East,Loam,310.819205895138,18.355713792883513,1,Sunny,160,Wheat,Mustard,4.865230935281646
South,Clay,1470.762392387603,33.171727954785524,1,Rainy,113,Rice,Mustard,8.478453270993452
West,Clay,400.89805335652096,22.606118324693973,1,Sunny,134,Barley,Pea,3.9612264818237097
North,Loam,1648.209177448556,26.197917182041966,1,Rainy,103,Rice,Chickpea,7.746645569202562
East,Sandy Loam,831.2851031546377,21.705303893937753,1,Sunny,98,Soybean,Wheat,6.475887621694323
East,Loam,663.5672246629019,23.698824063610733,1,Sunny,130,Barley,Chickpea,3.667583066199946
South,Black Soil,761.14776259978,33.61062936479719,1,Sunny,170,Cotton,Groundnut,6.850431233556046
North,Silt,1158.6371866495988,24.690239975416883,1,Rainy,138,Rice,Lentil,8.34389935369694
North,Loam,622.7517157975458,14.64522937469427,1,Sunny,147,Wheat,Lentil,5.338192092702784
East,Clay,1542.8413743340748,27.944667905527,1,Rainy,98,Rice,Lentil,8.175903733104967
North,Sand,725.8426983533029,25.409417878032947,1,Sunny,97,Maize,Potato,9.118355058845019
North,Loam,319.66708969228085,16.80536052909278,1,Sunny,142,Barley,Lentil,3.9951771952156405
South,Sandy Loam,677.670888166942,24.45825992425803,1,Sunny,146,Barley,Lentil,3.176098523633559
West,Loam,649.4144730383796,24.791012203144028,1,Sunny,137,Wheat,Soybean,5.633874326061565
West,Clay,470.07668955844747,20.301335804228636,1,Sunny,141,Wheat,Mustard,4.444048773653747
East,Black Soil,933.4229162351676,34.470402781443596,1,Sunny,176,Cotton,Green Gram,7.2452512937144755
West,Clay,1546.6256459432461,28.30235405298236,1,Rainy,126,Rice,Mustard,7.8097410797799025
North,Sandy Loam,807.1867031239221,29.60728088228243,1,Rainy,103,Soybean,Maize,5.820375061927262
East,Clay,562.3006491462119,28.80421902873605,1,Sunny,108,Soybean,Maize,5.907013695937309
West,Sandy Loam,501.4783919295999,21.191405201197497,1,Sunny,134,Barley,Chickpea,4.062953599461032
South,Clay,704.9759074975536,25.459025592668077,1,Sunny,96,Soybean,Sorghum,5.469190963310348
North,Sandy Loam,557.5337883961244,20.092415884055143,1,Sunny,132,Soybean,Sorghum,6.276334598236819
West,Sand,594.6960880946972,18.782456046230287,1,Sunny,94,Maize,Cowpea,8.548238762366049
West,Clay,307.24196118037077,17.784060463971354,1,Sunny,200,Wheat,Pea,5.552341297095056
West,Sandy Loam,683.798309945764,23.49850236090855,1,Rainy,127,Soybean,Wheat,6.396353861444105
East,Loam,1674.0584527536957,23.219569443566428,1,Rainy,149,Rice,Chickpea,8.090717640337743
East,Sand,657.6295994928927,24.22354991232235,1,Sunny,94,Maize,Soybean,9.506386548779286
East,Loam,782.7808101454241,25.48972037076802,1,Sunny,108,Maize,Soybean,8.879455697318264
West,Sand,552.8267863831562,24.68999622209091,1,Sunny,97,Maize,Potato,9.367936825471741
South,Loam,548.3118089730315,24.261152788307797,1,Sunny,117,Soybean,Sorghum,5.850602682794684
North,Sand,509.232553477748,23.55716473121899,1,Sunny,93,Maize,Groundnut,9.412288436476892
South,Loam,338.6200693483916,22.104842485907955,1,Sunny,147,Barley,Chickpea,3.574629456438961
West,Black Soil,725.9357053829983,29.91875959460824,1,Sunny,164,Cotton,Groundnut,7.194526158714437
West,Clay,654.2285791223164,11.051770686204845,1,Sunny,156,Wheat,Mustard,4.799096216028272
East,Loam,1490.4464599209755,20.555779905402392,1,Rainy,153,Rice,Green Gram,8.04396013245033
North,Silt,1772.8739363818531,25.08454889259232,1,Rainy,141,Rice,Mustard,7.967716303463305
East,Clay,473.11876269184256,21.51909288319974,1,Sunny,172,Barley,Chickpea,4.563992763356484
West,Clay,676.5336143223878,15.345797177845423,1,Sunny,139,Wheat,Pea,4.983942662427689
North,Loam,729.084589688497,20.324379220984472,1,Sunny,101,Maize,Cowpea,9.304977853059823
South,Clay,807.1443692503422,20.40509172941322,1,Rainy,105,Soybean,Wheat,5.692425677535659
South,Loam,776.5762643932445,25.864457531733986,1,Sunny,164,Cotton,Wheat,6.773643552655868
West,Silt,1301.4884153543594,34.52031441841443,1,Rainy,176,Rice,Chickpea,7.5534171160469326
North,Silt,1841.9306744792534,28.751330227745026,1,Rainy,140,Rice,Mustard,7.663680994748713
East,Loam,512.5641181516327,22.527614903688253,1,Sunny,110,Maize,Sweet Potato,8.622658108556644
West,Silt,502.50969799524324,18.74400334187888,1,Sunny,93,Maize,Cowpea,8.697429944502643
North,Loam,636.7792766695342,30.255793740622416,1,Sunny,162,Cotton,Green Gram,7.064440184620457
South,Black Soil,852.0433771512985,31.07957702683609,1,Sunny,163,Cotton,Soybean,6.692993717810842
West,Silt,684.687319004938,18.114808317366876,1,Sunny,103,Maize,Sweet Potato,8.983556700146739
North,Loam,1637.392497935135,30.745317243111305,1,Rainy,165,Rice,Green Gram,8.015241287119766
East,Sand,528.4652690442724,20.997068697470198,1,Sunny,102,Maize,Soybean,9.871586661615146
South,Loam,786.2597481439022,20.345523022928028,1,Sunny,125,Wheat,Soybean,4.828165161688901
South,Clay,569.8600261821473,28.487912527758404,1,Rainy,128,Soybean,Barley,5.462125387450494
North,Black Soil,916.33558695029,28.25057643391815,1,Sunny,151,Cotton,Soybean,6.359038237750225
East,Sand,761.5598737552834,24.18636975928018,1,Sunny,101,Maize,Soybean,8.575869692256335
South,Sandy Loam,611.7135424187965,33.30689605198014,1,Sunny,166,Cotton,Soybean,7.578552322633307
East,Clay,1038.202783757391,29.22822344895371,1,Rainy,105,Rice,Lentil,7.7518322820024
South,Loam,674.0781442384416,34.80051942976485,1,Sunny,161,Cotton,Soybean,6.398746273177904
West,Sandy Loam,986.1312737924504,25.880060275114523,1,Sunny,178,Cotton,Wheat,6.7026358032394056
West,Loam,845.4308012556584,29.292609751978922,1,Rainy,134,Soybean,Sorghum,6.040498574915013
West,Silt,1576.959150120979,24.118168771106667,1,Rainy,176,Rice,Mustard,8.53536129671352
West,Silt,1644.9063238649169,32.772266739709906,1,Rainy,139,Rice,Chickpea,8.117770090527753
North,Clay,255.24020477639328,19.238557860829623,1,Sunny,168,Barley,Lentil,3.7183815561802644
East,Black Soil,669.8673144508268,30.964745775439525,1,Sunny,150,Cotton,Groundnut,6.5092478724833125
West,Clay,687.239204587491,20.3105869863671,1,Sunny,127,Wheat,Soybean,5.02212915125167
East,Sand,503.41690042656586,24.268564651292003,1,Sunny,103,Maize,Groundnut,9.760594481235861
East,Loam,685.3917905854466,20.197163374019954,1,Sunny,123,Wheat,Soybean,4.81099500543143
North,Clay,1373.927869706784,28.44218916430445,1,Rainy,126,Rice,Chickpea,8.250270753655583
East,Clay,635.511527987909,17.981991093735285,1,Sunny,139,Wheat,Chickpea,5.077666043333961
West,Sandy Loam,874.9699298317639,31.594456587156383,1,Sunny,150,Cotton,Soybean,6.860595086053174
North,Sandy Loam,623.3242182100136,31.589427939347427,1,Sunny,168,Cotton,Green Gram,7.356537965285626
East,Clay,849.0296077190578,25.076367226563473,1,Rainy,127,Soybean,Maize,6.422546380509268
West,Silt,573.2701101092235,23.043167766179657,1,Sunny,118,Maize,Potato,8.912342286311176
North,Sandy Loam,1041.430792066866,27.117167784619657,1,Sunny,179,Cotton,Wheat,6.85456774557309
North,Sandy Loam,695.931224218689,25.17432559812963,1,Rainy,125,Soybean,Maize,6.335843371117752
South,Sandy Loam,391.7537238353983,19.482143601804342,1,Sunny,136,Barley,Lentil,4.087485973930081
South,Black Soil,948.627894770349,34.44229579364256,1,Sunny,173,Cotton,Wheat,7.478829025455682
South,Sandy Loam,903.0168276892603,25.304965478527546,1,Sunny,158,Cotton,Green Gram,7.6382693632003695
East,Silt,1660.118902996174,32.54118912750258,1,Rainy,123,Rice,Mustard,7.568374391540116
North,Loam,502.7819875442873,17.047681524755124,1,Sunny,184,Wheat,Pea,5.358648617098276
North,Black Soil,967.2951953659374,29.329730498397062,1,Sunny,167,Cotton,Soybean,7.1900409346463725
North,Clay,1086.2491713039649,34.04848417487009,1,Rainy,157,Rice,Chickpea,8.36840867758383
East,Sandy Loam,334.76570443018136,16.561987234553833,1,Sunny,143,Barley,Lentil,4.232479974879919
North,Clay,865.9790383473916,17.916583136033154,1,Sunny,166,Wheat,Lentil,4.665710566949436
West,Black Soil,986.336365063926,30.506132979851436,1,Sunny,164,Cotton,Groundnut,6.825842545369964
West,Clay,1893.001362396497,30.787670360779693,1,Rainy,148,Rice,Chickpea,8.66039672634831
West,Loam,713.7648114002448,20.18870501986412,1,Sunny,129,Wheat,Soybean,5.213196100823522
West,Loam,607.9647793263664,26.448841144473832,1,Sunny,99,Maize,Cowpea,8.627309519597203
West,Silt,1411.0471935560581,25.326976460385744,1,Rainy,91,Rice,Chickpea,7.969859578018067
South,Loam,692.25624092468,20.793582857662603,1,Sunny,118,Maize,Cowpea,8.528716744962633
North,Clay,863.5923567659456,26.379304895796654,1,Sunny,103,Soybean,Barley,5.715519940707632
North,Sand,551.6582802277263,20.438668870840974,1,Sunny,110,Maize,Potato,9.12631738535116
South,Sandy Loam,748.7298258361664,26.013596072783542,1,Sunny,115,Soybean,Sorghum,6.361069783145347
North,Loam,433.5482170826615,13.481288502779066,1,Sunny,136,Barley,Mustard,4.4229904074315884
North,Loam,389.8735454623726,24.795129318421438,1,Sunny,166,Barley,Mustard,3.9495020910931737
North,Clay,582.4094894328338,28.284445385543854,1,Rainy,141,Soybean,Barley,6.249108746042767
South,Clay,873.1384885441196,20.760847267655073,1,Rainy,92,Soybean,Maize,6.302184063009361
North,Sandy Loam,1165.194868130323,25.643192231935835,1,Sunny,152,Cotton,Green Gram,6.352875679095598
East,Sandy Loam,630.9494451094313,13.657496446735815,1,Sunny,161,Barley,Chickpea,3.6839105844385593
South,Sandy Loam,870.9465637846214,24.026114383401627,1,Rainy,101,Soybean,Sorghum,6.212759049377425
West,Clay,454.3434670198915,21.548331524191248,1,Sunny,162,Barley,Mustard,3.1194112372680705
East,Loam,665.792391701744,20.14808861132625,1,Rainy,124,Soybean,Sorghum,6.19645776134834
East,Loam,635.0795580489914,19.794427371095644,1,Sunny,114,Maize,Groundnut,8.675869786134474
North,Sandy Loam,822.876788160864,27.574021983310274,1,Rainy,108,Soybean,Sorghum,5.9045646601719834
East,Loam,1687.3899126857145,29.499252234994934,1,Rainy,169,Rice,Lentil,7.341192158705635
North,Silt,1289.178253856443,24.646479712143552,1,Rainy,158,Rice,Green Gram,8.04480499253807
West,Clay,1976.5019736460124,29.670084291084265,1,Rainy,106,Rice,Green Gram,8.88993924481987
South,Loam,788.6047119373695,20.881265695005577,1,Rainy,130,Soybean,Barley,6.252982954913672
East,Silt,653.6070167326278,22.939575800341263,1,Sunny,107,Maize,Soybean,9.513778709719286
North,Loam,310.700274116174,18.117423386509877,1,Sunny,195,Wheat,Soybean,4.817580780090236
East,Loam,1505.1657115227324,31.22052109012383,1,Rainy,115,Rice,Chickpea,7.8965101039253955
West,Loam,407.4377624001153,21.208212638013613,1,Sunny,144,Barley,Pea,3.65519519966235
West,Loam,513.5075467469824,13.748143152482164,1,Sunny,205,Wheat,Pea,5.451547359012516
North,Sandy Loam,1106.152167356124,26.782501439579633,1,Sunny,155,Cotton,Wheat,6.717778805356189
East,Loam,729.8857575853001,15.797405842958707,1,Sunny,124,Wheat,Mustard,5.608690960440154
South,Silt,603.1560726627738,24.244926198374902,1,Sunny,116,Maize,Soybean,8.855026072413027
East,Loam,396.09757023333736,17.151061818984946,1,Sunny,170,Barley,Mustard,3.7892213033449558
